Fecha,Producto,Bloque,Clave,Estaciones,Promedio,Minimo,Maximo,Diferencial_vs_minimo,Estacion_extremo,Permiso_extremo
2026-08-30,Premium,region,Occidente,2696,29.1325,23.99,31.99,11.69,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-08-30,Premium,region,Sur,871,28.7565,17.67,31.59,11.32,SERVICIOS MGM SA DE CV,PL/6272/EXP/ES/2015
2026-08-30,Premium,region,Sureste,683,28.5508,24.89,29.96,11.11,INMOBILIARIA OSTUNI SA DE CV,PL/2040/EXP/ES/2015
2026-08-30,Diesel,nacional,MX,10500,27.0121,16.88,31.99,10.13,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-30,Diesel,marca,ARCO NORTE,1,26.9700,26.97,26.97,10.09,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-30,Diesel,marca,BP,23,26.0252,19.99,27.00,9.15,BP LOS TAMARINDOS SA DE CV,PL/24313/EXP/ES/2022
2026-08-30,Diesel,region,Centro,2589,26.9629,16.88,29.99,10.08,GRUPO REYOLGAS SA DE CV,CNE/PL/632/EXP/ES/2026
2026-08-30,Diesel,region,Golfo,879,26.9918,22.20,28.98,10.11,SINERGIA PETROLERA DEL SURESTE SA DE CV,PL/20813/EXP/ES/2018
2026-08-30,Diesel,region,Noreste,1251,26.9023,18.30,29.99,10.02,MARIA CONCEPCION SANTOS RAMIREZ,PL/7558/EXP/ES/2015
2026-08-30,Diesel,region,Noroeste,1446,26.8962,19.99,31.99,10.02,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-30,Diesel,region,Norte,584,26.9676,23.99,29.99,10.09,GASOLINERA FAZA SA DE CV,PL/12608/EXP/ES/2015
2026-08-30,Diesel,region,Occidente,2380,27.0748,22.29,30.50,10.19,EMILIO RUIZ MENDEZ,PL/5631/EXP/ES/2015
2026-08-30,Diesel,region,Sur,785,27.1013,20.50,29.55,10.22,PRIMEROGAS SA DE CV,PL/12019/EXP/ES/2015
2026-08-30,Diesel,region,Sureste,581,27.4577,26.89,30.10,10.58,FEDERACION DE COOPERATIVAS PESQUERAS GASOLINERA HOLBOX SC DE RS,PL/11263/EXP/ES/2015
2026-08-31,Regular,nacional,MX,13786,23.6767,15.94,29.99,7.74,COMBUSTIBLES FLOHIN SA DE CV,PL/26001/EXP/ES/2024
2026-08-31,Regular,marca,ARCO NORTE,1,23.9500,23.95,23.95,8.01,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-31,Regular,marca,BP,36,23.7917,18.65,23.99,7.85,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/10149/EXP/ES/2015
2026-08-31,Regular,region,Centro,3266,23.7028,15.94,26.69,7.76,GS GAS Q. SA DE CV,PL/6578/EXP/ES/2015
2026-08-31,Regular,region,Golfo,1064,23.8084,20.35,25.29,7.87,SERVICIO LA NUEVA VICTORIA SA DE CV,PL/11457/EXP/ES/2015
2026-08-31,Regular,region,Noreste,2124,23.3602,18.65,29.99,7.42,COMBUSTIBLES FLOHIN SA DE CV,PL/26001/EXP/ES/2024
2026-08-31,Regular,region,Noroeste,2053,23.4897,18.65,27.50,7.55,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-31,Regular,region,Norte,820,22.8883,18.29,27.00,6.95,UNION DE EJIDOS DE PRODUCCION Y COMERCIALIZACION AGROPECUARIA Y FORESTAL ZONA URIQUE SIN TIPO DE SOCIEDAD,PL/4415/EXP/ES/2015
2026-08-31,Regular,region,Occidente,2827,23.9279,21.09,29.20,7.99,LUIS GERARDO HERNANDEZ ESPINOSA,PL/10189/EXP/ES/2015
2026-08-31,Regular,region,Sur,898,23.8921,19.59,25.80,7.95,RUBEN CUELLAR SAAVEDRA,PL/11321/EXP/ES/2015
2026-08-31,Regular,region,Sureste,727,24.4738,22.99,26.90,8.53,ENRIQUE LIMA ZUNO,PL/7627/EXP/ES/2015
2026-08-31,Premium,nacional,MX,12999,28.5459,17.44,31.99,11.11,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-08-31,Premium,marca,ARCO NORTE,1,27.8900,27.89,27.89,10.45,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-31,Premium,marca,BP,36,28.5500,20.55,29.99,11.11,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/1178/EXP/ES/2015
2026-08-31,Premium,region,Centro,3170,28.3310,20.49,29.99,10.89,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/10986/EXP/ES/2015
2026-08-31,Premium,region,Golfo,993,28.0973,19.50,29.99,10.66,PRADERA CARDENAS SA DE CV,PL/25249/EXP/ES/2023
2026-08-31,Premium,region,Noreste,1972,28.3033,17.44,30.49,10.86,SERVICIO ANCIRA SA DE CV,PL/2720/EXP/ES/2015
2026-08-31,Premium,region,Noroeste,1934,28.7984,20.55,31.36,11.36,COMBUSTIBLES BAJA SUR SA DE CV,PL/22349/EXP/ES/2019
2026-08-31,Premium,region,Norte,673,27.5770,20.69,30.99,10.14,GASOLINERA TAMAZULA SA DE CV,PL/5200/EXP/ES/2015
2026-08-31,Premium,region,Occidente,2696,29.1333,23.99,31.99,11.69,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-08-31,Premium,region,Sur,871,28.7580,17.67,31.59,11.32,SERVICIOS MGM SA DE CV,PL/6272/EXP/ES/2015
2026-08-31,Premium,region,Sureste,683,28.5520,24.89,29.96,11.11,INMOBILIARIA OSTUNI SA DE CV,PL/2040/EXP/ES/2015
2026-08-31,Diesel,nacional,MX,10500,27.0121,16.88,31.99,10.13,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-31,Diesel,marca,ARCO NORTE,1,26.9700,26.97,26.97,10.09,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-08-31,Diesel,marca,BP,23,26.0252,19.99,27.00,9.15,BP LOS TAMARINDOS SA DE CV,PL/24313/EXP/ES/2022
2026-08-31,Diesel,region,Centro,2589,26.9633,16.88,29.99,10.08,GRUPO REYOLGAS SA DE CV,CNE/PL/632/EXP/ES/2026
2026-08-31,Diesel,region,Golfo,879,26.9927,22.20,28.98,10.11,SINERGIA PETROLERA DEL SURESTE SA DE CV,PL/20813/EXP/ES/2018
2026-08-31,Diesel,region,Noreste,1251,26.9023,18.30,29.99,10.02,MARIA CONCEPCION SANTOS RAMIREZ,PL/7558/EXP/ES/2015
2026-08-31,Diesel,region,Noroeste,1446,26.8953,19.99,31.99,10.02,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-08-31,Diesel,region,Norte,584,26.9676,23.99,29.99,10.09,GASOLINERA FAZA SA DE CV,PL/12608/EXP/ES/2015
2026-08-31,Diesel,region,Occidente,2380,27.0748,22.29,30.50,10.19,EMILIO RUIZ MENDEZ,PL/5631/EXP/ES/2015
2026-08-31,Diesel,region,Sur,785,27.1014,20.50,29.55,10.22,PRIMEROGAS SA DE CV,PL/12019/EXP/ES/2015
2026-08-31,Diesel,region,Sureste,581,27.4577,26.89,30.10,10.58,FEDERACION DE COOPERATIVAS PESQUERAS GASOLINERA HOLBOX SC DE RS,PL/11263/EXP/ES/2015
2026-09-01,Regular,nacional,MX,13788,23.6761,15.94,29.99,7.74,COMBUSTIBLES FLOHIN SA DE CV,PL/26001/EXP/ES/2024
2026-09-01,Regular,marca,ARCO NORTE,1,23.9500,23.95,23.95,8.01,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-09-01,Regular,marca,BP,36,23.7917,18.65,23.99,7.85,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/10149/EXP/ES/2015
2026-09-01,Regular,region,Centro,3267,23.7015,15.94,26.69,7.76,GS GAS Q. SA DE CV,PL/6578/EXP/ES/2015
2026-09-01,Regular,region,Golfo,1064,23.8097,20.35,25.29,7.87,SERVICIO LA NUEVA VICTORIA SA DE CV,PL/11457/EXP/ES/2015
2026-09-01,Regular,region,Noreste,2124,23.3581,18.65,29.99,7.42,COMBUSTIBLES FLOHIN SA DE CV,PL/26001/EXP/ES/2024
2026-09-01,Regular,region,Noroeste,2053,23.4925,18.65,27.50,7.55,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-09-01,Regular,region,Norte,820,22.8737,18.29,27.00,6.93,UNION DE EJIDOS DE PRODUCCION Y COMERCIALIZACION AGROPECUARIA Y FORESTAL ZONA URIQUE SIN TIPO DE SOCIEDAD,PL/4415/EXP/ES/2015
2026-09-01,Regular,region,Occidente,2828,23.9291,21.09,29.20,7.99,LUIS GERARDO HERNANDEZ ESPINOSA,PL/10189/EXP/ES/2015
2026-09-01,Regular,region,Sur,898,23.8932,19.59,25.80,7.95,RUBEN CUELLAR SAAVEDRA,PL/11321/EXP/ES/2015
2026-09-01,Regular,region,Sureste,727,24.4738,22.99,26.90,8.53,ENRIQUE LIMA ZUNO,PL/7627/EXP/ES/2015
2026-09-01,Premium,nacional,MX,13001,28.5510,17.44,31.99,11.11,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-09-01,Premium,marca,ARCO NORTE,1,27.8900,27.89,27.89,10.45,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-09-01,Premium,marca,BP,36,28.5500,20.55,29.99,11.11,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/1178/EXP/ES/2015
2026-09-01,Premium,region,Centro,3171,28.3388,20.49,29.99,10.90,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/10986/EXP/ES/2015
2026-09-01,Premium,region,Golfo,993,28.1049,19.50,29.99,10.66,PRADERA CARDENAS SA DE CV,PL/25249/EXP/ES/2023
2026-09-01,Premium,region,Noreste,1972,28.3073,17.44,30.49,10.87,SERVICIO ANCIRA SA DE CV,PL/2720/EXP/ES/2015
2026-09-01,Premium,region,Noroeste,1934,28.8005,20.55,31.71,11.36,EXACTO COMBUSTIBLES SA DE CV,PL/5823/EXP/ES/2015
2026-09-01,Premium,region,Norte,673,27.5783,20.69,30.99,10.14,GASOLINERA TAMAZULA SA DE CV,PL/5200/EXP/ES/2015
2026-09-01,Premium,region,Occidente,2697,29.1376,23.99,31.99,11.70,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-09-01,Premium,region,Sur,871,28.7669,17.67,31.59,11.33,SERVICIOS MGM SA DE CV,PL/6272/EXP/ES/2015
2026-09-01,Premium,region,Sureste,683,28.5552,24.89,29.96,11.12,INMOBILIARIA OSTUNI SA DE CV,PL/2040/EXP/ES/2015
2026-09-01,Diesel,nacional,MX,10502,27.0113,16.88,31.99,10.13,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-09-01,Diesel,marca,ARCO NORTE,1,26.9700,26.97,26.97,10.09,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-09-01,Diesel,marca,BP,23,26.0252,19.99,27.00,9.15,BP LOS TAMARINDOS SA DE CV,PL/24313/EXP/ES/2022
2026-09-01,Diesel,region,Centro,2590,26.9619,16.88,29.99,10.08,GRUPO REYOLGAS SA DE CV,CNE/PL/632/EXP/ES/2026
2026-09-01,Diesel,region,Golfo,879,26.9912,22.20,28.98,10.11,SINERGIA PETROLERA DEL SURESTE SA DE CV,PL/20813/EXP/ES/2018
2026-09-01,Diesel,region,Noreste,1251,26.9038,18.30,29.99,10.02,MARIA CONCEPCION SANTOS RAMIREZ,PL/7558/EXP/ES/2015
2026-09-01,Diesel,region,Noroeste,1446,26.8933,19.99,31.99,10.01,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-09-01,Diesel,region,Norte,584,26.9694,23.99,29.99,10.09,GASOLINERA FAZA SA DE CV,PL/12608/EXP/ES/2015
2026-09-01,Diesel,region,Occidente,2381,27.0733,22.29,30.50,10.19,EMILIO RUIZ MENDEZ,PL/5631/EXP/ES/2015
2026-09-01,Diesel,region,Sur,785,27.1014,20.50,29.55,10.22,PRIMEROGAS SA DE CV,PL/12019/EXP/ES/2015
2026-09-01,Diesel,region,Sureste,581,27.4576,26.89,30.10,10.58,FEDERACION DE COOPERATIVAS PESQUERAS GASOLINERA HOLBOX SC DE RS,PL/11263/EXP/ES/2015
2026-09-02,Regular,nacional,MX,13788,23.6722,15.94,29.99,7.73,COMBUSTIBLES FLOHIN SA DE CV,PL/26001/EXP/ES/2024
2026-09-02,Regular,marca,ARCO NORTE,1,23.9500,23.95,23.95,8.01,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-09-02,Regular,marca,BP,36,23.7917,18.65,23.99,7.85,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/10149/EXP/ES/2015
2026-09-02,Regular,region,Centro,3267,23.7007,15.94,24.99,7.76,GASOLINERA DIMARO SA DE CV,PL/12650/EXP/ES/2015
2026-09-02,Regular,region,Golfo,1064,23.8093,20.35,25.29,7.87,SERVICIO LA NUEVA VICTORIA SA DE CV,PL/11457/EXP/ES/2015
2026-09-02,Regular,region,Noreste,2124,23.3448,18.65,29.99,7.40,COMBUSTIBLES FLOHIN SA DE CV,PL/26001/EXP/ES/2024
2026-09-02,Regular,region,Noroeste,2053,23.4884,18.65,27.50,7.55,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-09-02,Regular,region,Norte,820,22.8703,18.29,27.00,6.93,UNION DE EJIDOS DE PRODUCCION Y COMERCIALIZACION AGROPECUARIA Y FORESTAL ZONA URIQUE SIN TIPO DE SOCIEDAD,PL/4415/EXP/ES/2015
2026-09-02,Regular,region,Occidente,2828,23.9258,21.09,29.20,7.99,LUIS GERARDO HERNANDEZ ESPINOSA,PL/10189/EXP/ES/2015
2026-09-02,Regular,region,Sur,898,23.8916,19.59,25.80,7.95,RUBEN CUELLAR SAAVEDRA,PL/11321/EXP/ES/2015
2026-09-02,Regular,region,Sureste,727,24.4738,22.99,26.90,8.53,ENRIQUE LIMA ZUNO,PL/7627/EXP/ES/2015
2026-09-02,Premium,nacional,MX,13001,28.5556,17.44,31.99,11.12,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-09-02,Premium,marca,ARCO NORTE,1,27.8900,27.89,27.89,10.45,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-09-02,Premium,marca,BP,36,28.5500,20.55,29.99,11.11,BP ESTACIONES Y SERVICIOS ENERGETICOS SA DE CV,PL/1178/EXP/ES/2015
2026-09-02,Premium,region,Centro,3171,28.3485,20.49,29.99,10.91,SERVICIOS GASOLINEROS DE MEXICO SA DE CV,PL/10986/EXP/ES/2015
2026-09-02,Premium,region,Golfo,993,28.1132,19.50,29.99,10.67,PRADERA CARDENAS SA DE CV,PL/25249/EXP/ES/2023
2026-09-02,Premium,region,Noreste,1972,28.3089,17.44,30.49,10.87,SERVICIO ANCIRA SA DE CV,PL/2720/EXP/ES/2015
2026-09-02,Premium,region,Noroeste,1934,28.8015,20.55,31.71,11.36,EXACTO COMBUSTIBLES SA DE CV,PL/5823/EXP/ES/2015
2026-09-02,Premium,region,Norte,673,27.5811,20.69,30.99,10.14,GASOLINERA TAMAZULA SA DE CV,PL/5200/EXP/ES/2015
2026-09-02,Premium,region,Occidente,2697,29.1404,23.99,31.99,11.70,SERVICIO SIERRA ESMERALDA SA DE CV,PL/7076/EXP/ES/2015
2026-09-02,Premium,region,Sur,871,28.7685,17.67,31.59,11.33,SERVICIOS MGM SA DE CV,PL/6272/EXP/ES/2015
2026-09-02,Premium,region,Sureste,683,28.5608,24.89,29.96,11.12,INMOBILIARIA OSTUNI SA DE CV,PL/2040/EXP/ES/2015
2026-09-02,Diesel,nacional,MX,10502,27.0114,16.88,31.99,10.13,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-09-02,Diesel,marca,ARCO NORTE,1,26.9700,26.97,26.97,10.09,ARCO NORTE COMBUSTIBLES S DE RL DE CV,PL/1896/EXP/ES/2015
2026-09-02,Diesel,marca,BP,23,26.0252,19.99,27.00,9.15,BP LOS TAMARINDOS SA DE CV,PL/24313/EXP/ES/2022
2026-09-02,Diesel,region,Centro,2590,26.9617,16.88,29.99,10.08,GRUPO REYOLGAS SA DE CV,CNE/PL/632/EXP/ES/2026
2026-09-02,Diesel,region,Golfo,879,26.9904,22.20,28.98,10.11,SINERGIA PETROLERA DEL SURESTE SA DE CV,PL/20813/EXP/ES/2018
2026-09-02,Diesel,region,Noreste,1251,26.9039,18.30,29.99,10.02,MARIA CONCEPCION SANTOS RAMIREZ,PL/7558/EXP/ES/2015
2026-09-02,Diesel,region,Noroeste,1446,26.8927,19.99,31.99,10.01,SERVICIOS COSTA VELEROS SA DE CV,PL/19867/EXP/ES/2017
2026-09-02,Diesel,region,Norte,584,26.9697,23.99,29.99,10.09,GASOLINERA FAZA SA DE CV,PL/12608/EXP/ES/2015
2026-09-02,Diesel,region,Occidente,2381,27.0750,22.29,30.50,10.20,EMILIO RUIZ MENDEZ,PL/5631/EXP/ES/2015
2026-09-02,Diesel,region,Sur,785,27.0994,20.50,29.55,10.22,PRIMEROGAS SA DE CV,PL/12019/EXP/ES/2015
2026-09-02,Diesel,region,Sureste,581,27.4576,26.89,30.10,10.58,FEDERACION DE COOPERATIVAS PESQUERAS GASOLINERA HOLBOX SC DE RS,PL/11263/EXP/ES/2015
